507,115,577
269,128,550
484,130,568
564,1,574
563,10,576
525,48,578
531,50,571
474,52,576
620,64,578
540,70,576
602,79,578
561,88,577
581,91,577
542,101,574
169,133,538
565,5,577
516,7,571
595,10,576
492,26,568
504,52,577
559,54,577
611,59,579
577,84,575
519,92,572
552,115,579
371,120,558
558,132,573
585,7,577
587,18,578
471,19,569
583,38,576
615,39,578
543,48,580
202,54,543
517,68,573
452,86,570
554,88,578
410,92,564
616,107,578
510,127,569
533,130,571
594,1,576
541,7,573
626,10,579
567,19,575
476,27,569
591,48,581
635,79,581
580,97,577
628,115,581
450,122,566
545,130,573
575,132,575
623,5,580
641,29,581
588,34,580
614,38,578
571,45,576
444,46,567
669,49,582
605,54,580
593,58,578
303,66,553
621,70,580
648,73,580
645,74,582
574,88,580
555,97,574
579,101,578
610,107,578
631,115,582
600,127,577
483,40,569
608,48,583
639,52,581
622,70,581
664,79,583
439,92,567
601,107,580
671,125,583
185,133,543
553,3,578
636,5,582
424,21,563
676,29,583
597,30,577
592,56,576
568,59,582
694,63,584
495,85,576
551,94,574
674,102,583
663,115,584
684,10,583
685,18,583
418,21,564
644,48,585
528,50,572
666,51,582
650,52,583
347,66,556
661,70,583
700,79,585
562,94,574
598,101,581
687,102,584
690,126,584
712,1,585
657,5,584
680,7,584
678,18,583
607,19,580
274,42,552
660,48,586
640,52,584
643,54,584
556,58,573
699,59,586
260,81,550
697,88,584
613,89,580
647,115,586
668,7,585
709,10,585
689,39,585
654,54,585
739,64,587
578,85,579
682,88,585
656,89,581
629,101,583
692,107,585
681,115,587
707,10,586
713,18,586
548,26,577
710,39,585
703,48,588
637,68,579
658,89,581
603,97,580
729,107,587
744,1,588
715,5,587
649,7,586
670,38,585
735,39,587
752,41,589
482,46,574
653,70,587
582,80,579
696,88,587
704,115,589
717,48,590
584,50,577
695,52,588
711,70,588
741,84,588
686,97,586
760,102,589
632,127,579
736,5,589
683,45,587
701,48,591
737,51,588
765,84,589
609,86,581
618,91,579
693,115,591
747,126,590
619,127,585
617,130,582
761,1,591
779,34,590
706,52,590
756,70,590
724,101,587
782,102,591
708,115,592
758,5,591
721,48,593
783,52,591
754,54,591
655,91,581
751,126,588
659,130,585
794,18,592
667,26,583
817,29,594
730,39,592
734,54,592
772,70,594
788,84,592
688,85,586
799,91,592
749,101,590
662,102,582
776,107,590
775,115,594
816,129,594
829,10,593
807,18,592
665,26,584
538,32,574
777,38,591
802,39,593
753,40,592
745,48,595
727,56,587
465,66,566
801,74,595
638,97,587
842,129,595
830,5,594
806,18,593
624,19,585
767,27,589
835,48,596
813,79,596
679,94,584
728,101,592
840,102,595
787,107,592
823,115,596
810,131,592
790,3,591
642,19,586
532,32,576
652,46,582
882,49,597
768,50,590
792,52,595
827,70,595
874,79,596
766,84,595
723,86,587
804,88,595
763,89,591
573,93,575
864,101,597
803,107,593
774,115,597
746,130,588
850,5,596
832,10,596
789,29,592
521,32,577
868,34,596
871,39,596
435,42,564
860,48,598
861,79,597
726,85,590
781,89,592
887,126,597
627,127,587
825,10,597
784,29,592
865,34,597
773,52,597
834,70,597
716,86,589
780,89,593
839,91,596
811,97,595
904,102,598
764,110,590
853,115,599
931,125,599
890,126,597
824,132,593
876,5,598
718,40,586
851,48,600
933,49,600
742,52,598
862,54,598
800,59,592
796,68,591
875,70,599
557,80,574
630,92,584
785,110,591
954,125,600
748,127,595
356,2,557
912,7,599
828,18,599
675,44,584
866,48,601
920,54,599
941,79,601
795,85,593
672,92,585
797,94,591
812,97,593
916,115,601
750,127,596
922,7,599
889,10,600
472,14,577
855,18,600
720,19,591
725,40,588
702,46,587
770,58,589
966,59,602
926,79,602
589,80,576
826,110,593
944,115,602
878,132,596
918,5,601
947,7,601
877,18,601
899,40,600
884,48,603
762,50,590
822,56,595
819,59,595
932,79,603
907,101,599
987,102,602
902,107,599
929,8,600
546,14,579
778,26,593
938,27,601
514,42,570
952,51,601
560,52,602
845,56,595
905,70,602
848,88,595
901,88,602
719,92,588
873,115,604
992,126,603
886,132,598
969,5,603
885,6,600
945,10,603
898,48,605
937,51,602
894,56,600
856,62,596
852,80,595
854,88,595
883,101,601
900,107,601
838,130,596
1002,10,604
955,14,602
698,21,585
867,29,599
863,38,602
872,44,597
909,48,606
743,52,604
980,64,606
985,70,604
1015,79,606
395,81,570
818,86,596
846,91,598
870,101,602
896,107,602
897,115,606
881,130,598
1049,1,606
984,5,605
858,22,596
1039,47,606
798,52,605
983,54,605
972,70,605
249,74,550
1054,79,607
924,91,602
1013,115,607
1074,126,606
1000,18,606
732,38,587
888,45,602
925,48,608
859,50,595
1009,54,606
1110,79,608
1025,84,606
722,93,586
930,97,600
733,120,587
791,122,593
880,127,603
634,128,581
282,3,553
1044,10,607
1018,18,607
651,46,594
943,50,602
919,62,600
967,89,603
998,97,604
1069,102,608
1052,115,609
821,122,594
677,125,585
1112,1,609
454,2,566
994,5,608
963,7,607
1012,18,608
996,48,610
1016,73,608
950,89,604
1029,97,606
1077,102,606
1070,107,610
869,122,596
1140,125,610
1003,126,609
849,127,605
509,133,570
935,26,600
738,27,588
956,29,604
1071,48,611
673,52,609
1026,70,609
1032,79,611
981,91,604
893,113,599
895,115,611
1148,125,610
1030,127,606
923,130,602
1109,5,610
1072,6,610
1076,10,610
1088,14,609
934,26,601
1008,29,611
633,68,580
1180,79,612
844,86,602
991,94,602
1075,101,608
965,107,608
964,115,612
740,120,591
1037,132,606
1149,6,611
1058,7,611
1033,10,611
1064,14,611
814,19,602
1043,27,606
1084,29,612
1105,34,612
1175,39,611
1201,41,613
1124,48,613
959,52,611
1098,70,611
908,94,601
1095,126,612
1133,5,612
808,21,593
982,22,603
1177,39,612
1189,41,614
1167,52,612
1066,56,610
1138,64,614
1114,70,612
939,86,604
841,91,612
1027,115,614
1056,1,607
1118,3,614
1123,8,611
1121,18,613
979,34,603
1125,38,611
951,80,605
1083,102,614
1104,107,611
805,120,594
1019,1,614
1079,7,608
1186,10,614
1151,22,610
940,34,604
1226,41,616
1057,48,616
857,51,595
1089,56,608
1023,73,605
957,94,606
1101,101,610
1090,102,615
590,115,616
1087,126,615
911,129,598
566,45,579
731,46,602
1103,56,609
936,80,607
1091,84,613
975,85,603
1143,91,616
572,115,617
1190,7,615
847,21,597
1154,29,617
1183,48,618
596,52,616
1193,70,616
1021,85,604
891,88,609
1120,127,613
1242,1,618
1179,5,617
1231,6,617
1199,14,617
1045,21,619
973,40,605
569,45,581
997,48,615
1277,49,619
771,66,590
1300,74,619
892,84,597
1129,88,610
1131,101,615
1028,102,604
1099,107,615
1185,115,619
968,130,610
1068,5,617
1268,6,618
1276,7,618
1283,10,618
1196,14,619
1024,26,609
1053,44,611
1313,49,619
1080,51,609
1004,52,618
1034,58,607
1335,64,620
949,80,610
1059,88,609
1153,89,614
1232,107,617
1165,118,614
1113,127,615
977,129,602
1035,130,611
1295,3,620
1162,5,619
1290,10,619
1221,27,618
833,38,600
1046,40,607
1210,48,621
993,50,608
606,52,619
1198,70,619
962,86,611
1139,89,615
917,92,605
1107,101,617
1081,102,620
1288,115,621
1197,127,616
978,129,603
1135,27,613
1319,39,620
1092,40,608
570,46,607
1317,47,621
1094,54,612
1365,64,622
1100,67,608
1270,80,620
974,87,602
948,92,606
988,97,614
1272,107,620
976,113,604
837,115,622
1325,129,621
1353,1,622
1145,18,614
1206,48,623
1346,49,623
1173,50,616
1228,56,619
1086,58,610
1006,87,603
1063,97,615
1273,126,618
1347,10,622
1158,18,615
1204,19,618
1284,22,618
1260,38,620
1214,48,624
714,54,587
1017,59,605
1398,63,624
1122,67,610
921,78,602
961,78,602
1409,79,624
1227,107,624
836,115,624
1156,130,616
1159,1,620
1225,26,617
1245,27,616
691,42,591
1378,47,624
576,52,623
769,68,593
1220,70,623
1425,74,625
953,78,602
1038,87,605
1316,88,624
946,92,609
971,93,603
1163,97,613
1285,101,621
1289,102,624
1011,117,603
1020,126,604
1269,129,625
1202,8,615
1240,14,624
1373,18,624
1178,26,617
1390,47,624
1305,48,626
1040,54,624
1022,59,607
1444,79,626
906,89,602
999,91,611
1205,115,626
1182,117,613
1115,126,621
1307,129,626
1351,5,625
1377,6,625
1460,10,627
1306,14,625
1422,21,627
1406,39,625
1369,40,624
1085,52,625
1164,86,617
1212,91,619
1036,93,605
1261,94,617
1395,102,626
1415,107,627
1299,115,627
1188,122,613
1280,5,626
1439,10,626
1250,29,626
1408,39,626
1150,45,622
1376,45,624
1447,47,627
1421,48,628
1239,52,626
1470,64,628
1237,70,626
1047,84,606
1213,92,626
1265,101,624
1060,117,606
1146,127,623
1184,6,614
1417,48,629
903,66,600
1005,68,605
1479,79,629
1411,80,627
1236,86,619
1256,94,618
1485,102,628
1310,107,625
1327,115,629
1007,122,614
534,3,574
1489,18,628
1362,27,627
1324,38,626
1361,40,627
1513,41,630
1382,56,623
1389,64,623
1501,79,629
1187,85,622
1298,88,625
1241,97,628
1218,101,626
1174,127,625
1458,129,630
958,131,603
1432,1,630
1152,7,623
1492,10,629
1424,29,631
1550,41,631
1142,44,614
1203,45,622
1491,48,631
1050,51,610
1384,56,623
1472,59,631
1507,79,631
1334,89,625
1511,102,630
1262,115,631
755,124,588
1304,127,626
1001,128,604
1413,132,625
1234,5,626
1238,7,624
1524,10,632
1141,21,611
1339,22,621
1469,26,630
1463,47,631
1169,51,621
915,52,630
1535,64,632
1291,67,618
1403,70,630
1297,80,622
1364,85,624
1271,92,630
1249,115,632
1209,130,624
1224,7,625
1544,18,631
1407,38,629
1477,48,633
1127,82,609
1274,89,626
1211,91,631
1137,94,621
1392,107,629
1419,126,628
1312,130,625
1061,131,606
757,2,590
1402,5,632
1393,14,631
1438,30,627
879,38,613
1257,44,617
1338,48,634
1235,52,632
1456,54,629
1547,79,634
1355,101,630
1233,115,634
1096,120,613
1329,122,621
1483,132,628
1333,5,633
1475,10,633
1416,14,632
1561,18,633
1570,41,635
1600,49,635
1349,50,628
1279,52,633
1116,62,611
1264,70,620
1371,97,627
1453,126,630
1564,1,635
1073,34,634
1540,48,636
1495,54,631
1633,64,636
1481,70,633
1508,80,634
1399,86,626
1418,107,632
1215,115,636
1442,126,631
1520,6,632
1579,18,635
1467,27,630
1350,29,636
1541,40,634
843,42,603
1553,45,633
1414,54,627
1658,64,637
1340,68,630
1595,79,637
1558,84,633
1450,89,631
1336,91,622
1482,101,633
1631,102,636
1296,115,637
1111,129,627
1385,130,629
1530,10,636
1412,22,627
1401,26,630
1375,27,626
604,32,617
1662,41,638
1625,48,638
1160,50,613
1255,58,625
1219,62,614
1657,79,638
1315,97,630
1506,107,634
1281,120,617
1171,125,614
1366,127,633
1161,131,611
1641,1,638
1461,5,637
1321,7,636
1620,10,637
1466,26,631
1523,27,635
612,32,618
1560,38,635
1464,44,630
1607,48,639
1688,49,639
1287,52,637
1243,62,615
1533,70,637
1676,79,639
1437,88,630
1534,91,632
1332,115,639
1565,122,634
1229,125,615
1572,126,638
1358,131,635
914,133,599
1527,14,640
1588,18,638
646,32,619
1621,39,638
1643,56,636
1258,82,616
1664,84,638
1573,88,635
1555,101,635
1420,127,635
1097,128,613
1627,1,637
1545,5,639
1293,6,626
1622,7,638
1499,8,630
1548,14,639
1302,48,641
1303,52,639
995,115,641
1055,120,620
1575,126,640
1445,127,636
1562,5,640
1504,8,631
1536,10,640
1597,18,640
1604,38,638
1642,40,639
1539,45,633
1440,52,640
1731,79,642
1471,89,636
1551,107,638
1449,115,642
989,123,602
1644,29,642
1598,38,639
1717,39,641
1498,40,631
1496,45,636
1354,46,627
1566,48,643
1713,64,643
1503,68,634
1581,70,641
1337,92,627
1537,97,635
1538,101,639
1667,102,642
986,123,603
1519,8,640
1659,29,644
1719,39,641
1117,42,610
1721,48,644
1602,50,640
1603,56,636
1344,59,624
1635,70,640
1244,82,620
1379,84,624
1433,86,634
1352,93,622
1195,94,632
1478,115,644
1705,10,643
1626,54,641
1653,56,637
705,58,585
1128,68,617
1348,86,634
1251,88,623
1423,94,634
1601,107,641
1436,122,632
1031,123,605
1356,130,637
1515,5,644
1751,10,644
1609,26,639
1331,29,623
1663,48,646
1230,51,625
1518,52,644
1278,66,617
1505,91,644
1628,101,642
1554,102,634
1552,115,646
1672,126,641
1502,130,638
1648,18,645
1704,30,640
1743,39,645
1309,51,636
1814,63,647
1823,79,647
1571,80,637
1737,107,647
1106,115,647
1707,118,641
1739,1,644
1474,38,644
1585,45,642
1130,48,648
1613,52,646
1763,69,644
1568,70,644
1328,87,628
1592,94,638
1596,102,636
1619,127,643
1525,6,634
1809,7,647
1779,10,647
1765,18,647
1815,48,649
1048,52,647
1780,70,648
1400,92,633
1615,101,645
1192,115,649
1788,1,646
942,2,606
1798,26,648
1480,29,649
1709,30,643
1816,39,648
1563,50,643
1877,79,650
1847,102,649
1703,123,647
1691,127,645
1611,130,642
1770,132,644
1735,14,651
1710,18,642
1666,26,644
1637,27,642
1583,38,647
1796,39,649
1867,47,650
1822,48,651
1320,50,626
1821,69,647
1509,78,629
1170,80,625
1692,97,643
1208,115,651
1747,123,648
1749,126,646
1608,127,646
1753,7,650
1843,10,650
1636,14,646
1768,29,651
1730,34,645
1825,38,648
1889,64,652
1528,78,630
1911,79,652
1521,80,641
1526,88,650
1675,89,642
1654,91,651
1405,93,630
1514,101,648
1126,115,652
1840,1,649
1569,5,647
815,19,601
1651,27,644
1767,44,644
1756,45,647
1871,48,653
1248,52,651
1732,56,649
1696,62,644
1944,63,653
1330,66,624
1722,68,642
1925,79,653
1678,88,644
1610,89,646
1645,91,638
1556,92,637
1661,117,640
1200,133,613
1786,5,651
1878,10,652
1782,18,652
1580,26,651
1490,34,633
1812,39,652
1862,48,654
1714,62,644
1684,67,640
1879,80,652
1623,88,645
1894,102,653
1632,107,643
1752,115,654
1638,122,639
1132,124,611
1938,10,654
1591,21,634
1698,27,643
1810,34,648
1897,52,653
1869,70,653
1791,101,651
1870,102,651
1855,18,654
1842,40,651
1880,48,656
1775,50,649
1253,52,654
1614,58,643
1976,64,656
1410,70,649
1587,87,636
1764,107,652
1914,115,656
1792,126,651
1909,1,656
1937,6,655
1629,7,637
1736,38,653
1881,39,655
1856,70,654
1155,113,616
1951,115,657
1866,126,656
960,3,602
1875,26,656
1980,48,658
1497,51,637
1986,80,656
1681,127,653
1067,128,606
1903,132,652
2020,1,658
1042,2,615
1910,10,657
990,19,607
1966,39,657
1890,40,656
1726,44,642
1930,48,659
1929,50,655
1761,62,650
1952,63,659
1452,86,649
1932,88,657
1898,101,655
2014,107,659
1835,115,659
1647,117,637
160,119,536
1656,122,644
1314,133,619
1956,38,656
1207,52,658
1576,86,650
1908,92,658
1660,93,638
1801,97,648
2025,102,659
1895,118,654
1051,120,639
1828,127,655
1940,5,659
1924,10,659
1860,18,659
1920,27,658
1957,38,657
1639,46,646
1803,48,661
2040,64,661
1359,86,651
2003,101,657
1946,102,660
1294,115,661
1807,127,656
1926,1,658
1947,5,659
1546,7,654
2024,10,660
1762,44,645
1147,46,647
1849,51,651
1246,52,660
1953,89,657
1266,115,662
1694,117,640
2033,7,660
1974,18,661
1682,21,642
1918,26,661
2116,41,663
1712,46,648
2058,47,662
1992,48,663
1934,50,656
1837,51,652
1263,52,661
1582,58,650
1457,66,634
1818,67,649
1882,70,661
2098,79,663
1777,94,653
1301,124,620
1902,126,662
1267,128,636
1512,129,635
1832,14,664
2010,48,664
1434,54,650
1872,56,656
2110,63,664
2117,79,663
1746,92,648
1978,115,664
1476,120,643
1813,122,650
1574,129,635
1082,130,655
1724,5,646
1981,18,656
1905,26,656
2176,49,665
1760,84,645
1983,89,658
1936,91,658
1907,101,661
2080,107,661
1650,131,638
2057,132,659
2088,1,665
2109,7,664
2034,10,664
2048,30,659
1915,38,662
2078,48,666
2085,70,662
2096,88,664
1790,89,647
1830,97,656
1861,115,666
2022,126,661
2165,39,665
1965,40,664
1942,44,658
1993,45,658
2090,49,661
2032,51,664
1690,52,665
1787,59,647
2159,63,667
1846,115,667
1808,120,646
1674,125,643
1984,8,657
2055,10,666
2125,18,666
1723,32,643
1759,40,646
2086,48,668
1991,50,661
2241,79,668
1996,88,659
2028,127,663
2175,129,668
1831,1,664
2043,5,667
2052,10,667
1755,32,644
1917,38,665
2126,48,669
1683,52,667
1927,67,655
2261,79,669
1166,97,665
2134,102,665
2066,110,660
1252,115,669
1859,126,668
2099,5,667
2178,7,667
2042,18,668
2072,19,664
2038,34,660
2102,38,666
1286,52,668
1806,59,650
2082,70,668
2068,101,666
1964,102,655
2138,118,664
2060,127,665
1578,129,642
1646,29,648
1948,48,671
2001,50,664
1834,93,649
2114,102,666
2069,115,671
1720,131,644
2101,18,670
1972,26,664
2123,56,664
1778,82,648
1906,91,657
1794,94,649
1326,115,672
2226,126,671
1380,128,645
1785,131,645
2171,132,666
2239,6,671
2173,10,671
2204,26,668
2120,48,673
1888,59,653
759,61,589
1839,82,649
1800,94,650
1851,116,649
1967,123,656
2306,10,674
2228,48,674
1708,52,672
2071,67,660
1857,78,652
1845,82,650
1817,86,664
2184,107,670
1372,115,674
2237,122,669
2233,132,668
2128,14,665
2177,18,673
2083,34,665
2150,45,665
2092,63,675
2294,70,675
1844,86,665
2271,88,671
1741,107,650
2200,10,674
2074,27,666
2170,44,667
2225,48,676
1634,52,674
2197,54,669
1748,68,648
2004,71,661
910,73,603
2378,79,676
1950,86,666
1102,91,664
1357,97,646
2265,102,675
1323,115,676
1701,125,652
2013,5,675
2077,6,662
2164,8,666
2356,39,675
2196,45,668
2380,47,676
1383,52,675
1973,57,656
2007,70,660
2169,89,667
1963,115,677
315,119,554
1899,123,655
2087,7,675
2311,10,678
1852,29,655
2035,38,674
2105,40,664
1975,45,672
2367,47,677
2186,48,678
1308,74,621
1799,78,656
2089,101,664
2254,110,669
1994,122,664
2180,127,673
2292,132,672
2334,7,676
2253,18,677
1988,27,661
2276,38,675
2347,40,676
2183,48,679
1318,54,642
1999,78,657
2412,79,679
2093,80,663
1858,93,657
2027,97,671
2318,101,675
1979,115,679
1542,124,636
2000,129,669
2231,130,669
2326,1,676
1854,29,657
2284,59,672
1776,64,645
1655,66,651
2406,79,679
1941,88,658
2203,101,675
2030,107,664
2389,10,679
2049,14,680
1062,19,629
1971,21,660
2332,22,675
2235,30,674
2385,39,679
1989,44,664
1781,46,666
2313,48,681
2190,51,678
1773,52,679
2084,57,660
1343,74,624
2029,92,665
1041,115,681
2263,118,675
367,119,558
2182,131,677
1431,3,626
2213,13,668
2073,26,674
2430,39,680
2268,41,682
1769,46,667
1750,68,650
2240,70,671
2142,88,673
2248,97,674
1157,115,682
1997,127,666
1134,2,639
2446,10,681
1715,42,649
1774,46,668
1811,52,681
2285,107,679
2305,132,677
2422,6,682
2459,10,683
2324,18,675
2220,45,680
2129,48,684
2212,50,668
2267,70,680
1864,115,684
2340,122,679
1734,133,644
2097,21,664
2381,26,678
2353,56,677
2050,62,661
1838,80,659
2139,92,669
2187,128,668
2411,132,679
2384,1,678
1802,7,678
2342,14,686
2339,18,684
2062,26,677
2523,39,684
2153,45,682
2205,48,686
1176,54,684
2172,57,665
1754,68,658
2273,70,682
2541,79,686
2394,88,684
1893,120,665
1784,122,659
2449,27,684
2330,29,685
2447,38,683
2360,41,687
2433,45,683
1904,66,658
2365,101,683
1896,115,687
2112,117,665
2495,1,687
2514,6,686
2369,8,677
2569,21,688
2474,38,684
1912,51,667
1119,52,686
2065,62,664
2302,67,674
2421,72,679
1078,73,615
2604,79,688
2310,102,676
2118,118,662
2094,127,683
2008,5,670
2506,7,686
2573,10,687
2351,18,680
2223,48,689
2194,51,668
2124,67,671
2610,70,689
1939,86,679
2484,88,685
2410,89,682
1168,91,677
1342,115,689
2154,127,683
2328,132,683
2413,8,679
2586,10,688
2603,21,690
2002,27,660
2448,29,683
1367,52,688
2061,86,680
2570,88,687
2222,89,671
1387,103,623
1699,120,669
2059,128,663
1517,3,635
2636,10,689
2595,18,689
2601,39,689
2053,50,684
2229,70,687
2432,72,682
2135,86,681
2108,94,668
2258,101,684
2598,1,691
2023,8,682
2580,14,691
928,38,671
2543,49,686
1381,52,690
1671,56,645
1954,69,656
1599,74,635
2046,84,670
2132,92,664
2103,127,687
2635,1,691
2350,6,678
2392,26,691
2232,27,681
2571,34,692
2657,39,691
2264,44,676
2481,45,689
2568,49,687
2039,64,658
2314,120,672
1695,130,650
2485,48,683
2327,54,684
1933,69,658
2015,115,694
2527,122,689
1863,130,651
2512,132,688
2653,7,692
2584,12,691
2526,44,686
1397,52,693
1679,54,643
2492,70,691
2451,80,684
2679,89,694
2287,93,673
2251,118,669
2648,118,693
2291,123,678
1223,129,677
1222,9,616
2670,10,694
2211,21,675
2041,34,675
2548,38,692
2515,45,692
2606,49,690
1968,97,684
2628,101,692
2419,102,681
2238,131,676
2643,132,690
2650,1,693
2675,7,694
2691,10,695
2045,34,676
438,35,564
2528,38,693
2338,40,683
1955,52,695
2478,54,691
1959,66,668
2281,67,679
2726,70,696
2501,97,687
2564,110,688
2270,118,691
2363,122,683
2113,131,670
2535,7,695
2624,10,696
2491,13,684
2559,18,696
2006,44,681
2700,49,698
2593,50,694
2747,64,698
2766,79,698
2373,93,676
1884,105,654
2280,127,693
2692,128,695
1970,133,658
1462,2,655
2782,5,699
2210,29,676
2147,32,674
2732,39,697
2744,48,699
2438,50,692
1396,52,697
2395,59,679
2322,62,675
2252,115,699
2121,127,694
2486,18,691
2524,39,686
2631,40,693
2712,84,698
2343,94,677
2796,129,700
2651,1,697
2768,5,701
2765,10,701
2646,29,695
2696,38,697
2751,39,699
1995,40,673
2590,45,691
2107,64,666
2660,69,697
2321,78,679
2286,94,678
2542,101,696
1435,103,634
2737,132,695
2762,1,700
2698,3,696
2773,7,700
2840,34,702
2423,46,686
2405,48,691
1404,52,700
2464,62,693
2482,64,685
2799,70,702
2454,88,691
2227,92,686
2303,102,674
2224,117,667
2344,127,697
1216,129,684
2693,6,698
